striker,bowler,format,balls_faced,runs,dismissals,fours,sixes,dot_balls,strike_rate,average
A Dercksen,Nashra Sandhu,ODI,44,56,0,4,3,16,127.27,56.0
A Dercksen,Nashra Sandhu,T20I,28,26,0,2,1,13,92.86,26.0
A Dercksen,P Vastrakar,Test,11,5,1,1,0,9,45.45,5.0
A Dercksen,R MacDonald-Gay,Test,19,9,0,2,0,16,47.37,9.0
A Dercksen,RA Mair,ODI,19,24,1,3,0,5,126.32,24.0
A Dercksen,RP Yadav,ODI,10,15,0,0,2,5,150.0,15.0
A Dercksen,Rabeya Khan,T20I,10,6,0,0,0,5,60.0,6.0
A Dercksen,Renuka Singh,T20I,13,19,0,2,1,5,146.15,19.0
A Dercksen,S Ecclestone,ODI,22,5,1,0,0,17,22.73,5.0
A Dercksen,S Ecclestone,T20I,12,6,0,0,0,7,50.0,6.0
A Dercksen,S Glenn,T20I,11,7,1,1,0,7,63.64,7.0
A Dercksen,S Rana,ODI,16,24,1,2,1,4,150.0,24.0
A Dercksen,SFM Devine,T20I,11,27,1,4,1,1,245.45,27.0
A Dercksen,SIP Fernando,ODI,21,12,0,1,0,12,57.14,12.0
A Dercksen,SR Patil,T20I,12,6,0,0,0,6,50.0,6.0
A Dercksen,SS Upadhyay,ODI,19,18,0,0,1,8,94.74,18.0
A Dercksen,SW Bates,ODI,16,8,1,0,0,9,50.0,8.0
A Dercksen,Sadia Iqbal,ODI,29,16,0,0,0,13,55.17,16.0
A Dercksen,Sadia Iqbal,T20I,21,23,0,2,1,10,109.52,23.0
A Dercksen,Sanjida Akter Meghla,T20I,12,22,0,0,2,3,183.33,22.0
A Dercksen,Shafali Verma,ODI,10,10,0,1,0,4,100.0,10.0
A Dercksen,Syeda Aroob Shah,ODI,51,39,1,3,0,22,76.47,39.0
A Dercksen,Tuba Hassan,T20I,19,24,1,4,0,7,126.32,24.0
A Dercksen,Umm-e-Hani,ODI,10,4,1,0,0,6,40.0,4.0
A Dhabe,DJ Hawoe,T20I,14,13,0,1,0,5,92.86,13.0
A Dhabe,GD Arta,T20I,18,14,0,0,1,10,77.78,14.0
A Dhabe,IK Gamantika,T20I,27,30,1,0,2,9,111.11,30.0
A Dhabe,Qamar Mushtaque,T20I,10,8,1,0,0,4,80.0,8.0
A Dirannehelage,A Makri,T20I,39,8,0,0,0,30,20.51,8.0
A Dirannehelage,A Savvani,T20I,20,22,0,3,0,8,110.0,22.0
A Dirannehelage,E Kuncova,T20I,26,19,0,3,0,16,73.08,19.0
A Dirannehelage,J Kominkova,T20I,24,25,0,5,0,12,104.17,25.0
A Dirannehelage,Likitha Yadav,T20I,12,2,3,0,0,9,16.67,0.67
A Dirannehelage,M Syrioti,T20I,23,11,1,1,0,15,47.83,11.0
A Dirannehelage,M Vervitsioti,T20I,41,22,3,1,0,26,53.66,7.33
A Dirannehelage,R Pavlickova,T20I,22,12,0,2,0,15,54.55,12.0
A Dirannehelage,S Georgota,T20I,11,6,0,0,0,6,54.55,6.0
A Dirannehelage,S Kolcunova,T20I,27,31,1,5,0,11,114.81,31.0
A Dirannehelage,T Kolcunova,T20I,31,31,0,5,0,14,100.0,31.0
A Dizija,Ahsan Khan,T20I,11,13,0,2,0,4,118.18,13.0
A Dizija,Asad Ali Rehemtulla,T20I,25,22,0,3,0,13,88.0,22.0
A Dizija,BA Pai,T20I,13,8,1,1,0,9,61.54,8.0
A Dizija,CPPM Sadun,T20I,11,12,0,1,0,5,109.09,12.0
A Dizija,DK Pallekonda,T20I,11,9,0,1,0,5,81.82,9.0
A Dizija,E Packard,T20I,23,16,1,2,0,13,69.57,16.0
A Dizija,Gurpratap Singh,T20I,13,8,1,0,0,6,61.54,8.0
A Dizija,H Lakov,T20I,32,35,1,4,1,17,109.38,35.0
A Dizija,Izaz Ali,T20I,14,30,1,4,2,6,214.29,30.0
A Dizija,M Grzinic,T20I,11,1,0,0,0,10,9.09,1.0
A Dizija,M Kadyan,T20I,31,41,0,8,0,16,132.26,41.0
A Dizija,M Ozturk,T20I,17,23,0,4,0,5,135.29,23.0
A Dizija,Milad Momend,T20I,12,10,0,1,0,5,83.33,10.0
A Dizija,Muhammad Shoaib Ahmed,T20I,15,21,0,1,1,6,140.0,21.0
A Dizija,Muhammad Siddiqui,T20I,15,10,0,1,0,8,66.67,10.0
A Dizija,NK Tiwari,T20I,10,14,0,0,1,3,140.0,14.0
A Dizija,Omar Rassol,T20I,10,24,0,2,2,3,240.0,24.0
A Dizija,P Mishra,T20I,12,24,1,1,3,6,200.0,24.0
A Dizija,S Bodha,T20I,10,7,2,1,0,6,70.0,3.5
A Dizija,Sajad Ahmadzai,T20I,12,10,0,1,0,7,83.33,10.0
A Dizija,Sandeep Nair,T20I,10,20,0,4,0,2,200.0,20.0
A Dizija,V Vijh,T20I,17,14,1,1,0,8,82.35,14.0
A Dizija,Waqar Ali,T20I,12,5,0,0,0,7,41.67,5.0
A Doddaballapur,AM Zepeda,T20I,17,12,0,0,0,7,70.59,12.0
A Doddaballapur,B Shetty,T20I,12,16,1,1,1,6,133.33,16.0
A Doddaballapur,C Breteche,T20I,14,6,0,0,0,8,42.86,6.0
A Doddaballapur,DL Graham,T20I,30,26,0,2,0,13,86.67,26.0
A Doddaballapur,E Chance,T20I,19,12,0,1,0,12,63.16,12.0
A Doddaballapur,ECB Moore,T20I,19,16,1,2,0,10,84.21,16.0
A Doddaballapur,G Mallett,T20I,13,12,1,1,0,4,92.31,12.0
A Doddaballapur,JA Stiglitz,T20I,13,15,0,1,0,3,115.38,15.0
A Doddaballapur,ME Violleau,T20I,12,9,0,0,0,4,75.0,9.0
A Doddaballapur,PC McGeown,T20I,19,11,0,0,0,11,57.89,11.0
A Doddaballapur,S Kailath,T20I,18,21,0,2,0,4,116.67,21.0
A Doddaballapur,S Kanankege,T20I,24,9,0,0,0,17,37.5,9.0
A Doddaballapur,S MacMahon,T20I,13,2,0,0,0,11,15.38,2.0
A Doddaballapur,S Siegers,T20I,11,5,0,0,0,7,45.45,5.0
A Doddaballapur,V Avdylaj,T20I,20,28,0,2,0,3,140.0,28.0
A Donovan,Basharat Hussain,T20I,13,34,0,2,3,1,261.54,34.0
A Donovan,Bilal Ahmad Mir,T20I,21,45,1,4,3,5,214.29,45.0
A Donovan,DJ Hawoe,T20I,13,12,0,1,0,4,92.31,12.0
A Donovan,DVD Madampage,T20I,21,25,1,0,2,7,119.05,25.0
A Donovan,F Banunaek,T20I,14,16,1,2,0,5,114.29,16.0
A Donovan,Kuldeep Gurjar,T20I,29,58,0,4,4,7,200.0,58.0
A Donovan,S Maduranga,T20I,19,25,1,3,0,6,131.58,25.0
A Donovan,Saurabh Kumar,T20I,23,58,0,6,3,2,252.17,58.0
A Dutt,B Siddharth,ODI,12,0,0,0,0,12,0.0,0.0
A Dutt,Harmeet Singh,ODI,14,6,0,0,0,8,42.86,6.0
A Dutt,IS Sodhi,ODI,12,2,0,0,0,10,16.67,2.0
A Dutt,K Bhurtel,ODI,10,8,1,1,0,5,80.0,8.0
A Dutt,MG Bracewell,ODI,11,13,0,2,0,5,118.18,13.0
A Dutt,MRJ Watt,T20I,12,6,1,0,0,6,50.0,6.0
A Dutt,Mustafizur Rahman,T20I,11,14,0,1,0,3,127.27,14.0
A Dutt,PWH de Silva,ODI,10,2,0,0,0,8,20.0,2.0
A Dutt,T Shamsi,ODI,13,6,1,1,0,10,46.15,6.0
A Dutt,Taskin Ahmed,T20I,11,20,0,2,1,3,181.82,20.0
A Ferguson,A Wright,T20I,16,16,0,2,0,7,100.0,16.0
A Ferguson,AF Ifill,T20I,13,14,0,2,0,5,107.69,14.0
A Ferguson,AM Patel,T20I,10,3,0,0,0,8,30.0,3.0
A Ferguson,C Wright,T20I,11,6,1,0,0,6,54.55,6.0
A Ferguson,Chare Smith,T20I,11,8,0,1,0,7,72.73,8.0
A Ferguson,DL Brangman,T20I,26,15,2,1,0,15,57.69,7.5
A Ferguson,DMW Rawlins,T20I,12,8,0,1,0,8,66.67,8.0
A Ferguson,G Oliveira,T20I,16,19,0,2,0,5,118.75,19.0
A Ferguson,Garret Banner,T20I,13,11,0,1,0,6,84.62,11.0
A Ferguson,Irfan Hafejee,T20I,15,14,0,2,0,7,93.33,14.0
A Ferguson,K Hinds,T20I,17,6,0,0,0,12,35.29,6.0
A Ferguson,KJ Young,T20I,12,23,0,4,0,2,191.67,23.0
A Ferguson,Luis Hermida,T20I,10,11,0,1,0,3,110.0,11.0
A Ferguson,ML Castillo,T20I,11,14,0,2,0,4,127.27,14.0
A Ferguson,NN Banner,T20I,10,17,0,3,0,2,170.0,17.0
A Ferguson,Pratik Singh Bais,T20I,20,16,1,2,0,11,80.0,16.0
A Ferguson,RDB Ahir,T20I,10,5,1,0,0,7,50.0,5.0
A Ferguson,Shashikant Laxman,T20I,10,16,0,2,0,1,160.0,16.0
A Ferguson,Shoaib Rafiq,T20I,15,15,0,1,0,6,100.0,15.0
A Ferguson,Sohel Patel,T20I,10,9,1,0,0,3,90.0,9.0
A Ferguson,Z Burgess,T20I,21,30,1,5,1,11,142.86,30.0
A Flintoff,A Kumble,ODI,15,24,0,0,2,3,160.0,24.0
A Flintoff,A Kumble,Test,121,69,1,10,0,87,57.02,69.0
A Flintoff,A Mishra,Test,93,39,2,5,0,70,41.94,19.5
A Flintoff,A Nehra,ODI,13,4,0,0,0,10,30.77,4.0
A Flintoff,A Nel,ODI,30,34,0,5,0,14,113.33,34.0
A Flintoff,A Nel,Test,27,8,0,1,0,24,29.63,8.0
A Flintoff,A Symonds,ODI,36,35,0,3,1,18,97.22,35.0
A Flintoff,A Symonds,Test,14,3,1,0,0,13,21.43,3.0
A Flintoff,AB Agarkar,ODI,27,18,2,3,0,18,66.67,9.0
