bowler,format,recent_wkts,recent_econ,recent_avg,career_econ,career_avg,form_score,form_label
Hor Siv na,T20I,0,8.57,10.0,3.93,36.0,202.9,On Fire
Humna Bilal,T20I,3,10.24,29.0,10.24,29.0,100.0,Good
Hunain Shah,CPL,11,7.66,19.73,7.66,19.73,100.0,Good
Hunain Shah,PSL,18,10.79,15.195,8.96,20.41,108.7,Good
Hussain Talat,ODI,0,7.62,61.0,7.7,77.0,113.6,On Fire
Hussain Talat,PSL,6,10.03,20.33,9.21,26.59,111.3,On Fire
Hussain Talat,T20I,3,8.53,18.0,8.76,15.43,94.2,Good
Huzaifa Mohammed,T20I,7,6.29,12.57,6.03,19.1,123.9,On Fire
I Barma,T20I,16,7.01,16.365000000000002,4.56,12.5,70.7,Average
I Bist,T20I,9,6.27,20.89,5.73,21.55,97.3,Good
I Chathurani,T20I,11,3.2750000000000004,4.140000000000001,3.11,6.18,122.1,On Fire
I Danladi,T20I,5,7.91,24.8,5.74,13.39,63.3,Average
I Edwards,T20I,18,6.545,18.07,6.7,18.11,101.3,Good
I Elec,T20I,1,13.5,27.0,7.0,21.0,64.8,Average
I Goordial-John,T20I,10,4.85,18.1,4.85,18.1,100.0,Good
I Mugisha,T20I,6,8.1,25.125,7.3,24.55,93.9,Good
I Muhawenimana,T20I,1,4.0,12.0,5.06,21.0,150.8,On Fire
I Muntean,T20I,9,5.84,12.5,6.19,17.78,124.1,On Fire
I Mustafoev,T20I,3,12.33,37.67,12.33,37.67,100.0,Good
I Mutoni,T20I,18,5.18,9.065000000000001,4.93,10.22,104.0,Good
I Mwebaze,T20I,1,5.33,32.0,5.33,32.0,100.0,Good
I Nakisuuyi,T20I,35,5.8100000000000005,21.57,5.1,14.73,78.0,Average
I Nandakumar,ODI,6,4.54,19.67,4.54,19.67,100.0,Good
I Nandakumar,T20I,6,5.805,14.0,4.83,19.42,111.0,On Fire
I Ntirenganya,T20I,28,5.404999999999999,15.995000000000001,6.5,19.32,120.5,On Fire
I Ranaweera,ODI,25,4.535,27.275,4.58,30.18,105.8,Good
I Ranaweera,T20I,5,6.24,63.375,6.0,16.74,61.3,Average
I Sharma,IPL,4,11.18,51.25,8.3,33.77,70.1,Average
I Stewart,T20I,2,11.835,50.25,11.77,76.5,125.8,On Fire
I Suhun,T20I,2,7.85,8.5,8.43,44.0,312.5,On Fire
I Takahashi,T20I,21,5.525,19.65,5.7,14.9,89.5,Good
I Toua,ODI,6,4.165,49.5,4.12,26.76,76.5,Average
I Toua,T20I,34,4.675,13.585,4.59,13.09,97.3,Good
I Waqavakatoga,T20I,16,4.97,9.31,4.97,9.31,100.0,Good
I Wijesundera,Test,0,3.61,127.0,3.61,127.0,100.0,Good
I van der Woning,T20I,18,7.73,25.59,7.58,27.4,102.6,Good
IDM Latin,T20I,4,8.11,36.5,8.9,26.07,90.6,Good
IECM Wong,ODI,2,5.7,28.5,6.14,29.67,105.9,Good
IECM Wong,T20I,7,8.09,35.85,7.1,29.5,85.0,Average
IECM Wong,Test,2,4.19,54.5,3.93,41.8,85.2,Good
IGTP Wiguna,T20I,4,6.9,19.25,6.9,19.25,100.0,Good
IJR Zwilling,T20I,54,5.855,16.35,5.46,15.85,95.1,Good
IK Gamantika,T20I,25,5.455,14.355,5.6,14.66,102.4,Good
IKEG Artawan,T20I,20,7.84,44.75,6.78,22.65,68.5,Average
IKO Aboagye,T20I,8,2.75,4.12,4.46,8.29,181.7,On Fire
IM Vaghela,T20I,13,5.71,16.075,5.02,12.62,83.2,Average
IO Okpe,T20I,29,8.875,45.17,6.69,17.49,57.1,Poor
IP Swaney,T20I,0,12.33,37.0,14.14,49.5,124.2,On Fire
IS Sodhi,T20I,28,9.565000000000001,25.475,8.16,22.53,86.9,Good
IY Levy,T20I,6,7.16,12.33,7.16,12.33,100.0,Good
Ian Roberts,T20I,0,3.5,7.0,3.5,7.0,100.0,Good
Ibrahim Kursad Dalyan,T20I,4,8.5,45.0,8.32,48.8,103.2,Good
Ibrahim Rahimi,T20I,1,21.175,20.0,13.33,40.0,131.5,On Fire
Ibrar Ahmad,T20I,8,9.425,31.665,9.65,20.5,83.6,Average
Idan Varsulkar,T20I,0,14.0,7.0,14.0,7.0,100.0,Good
Iftikhar Ahmed,CPL,0,11.0,11.0,11.0,11.0,100.0,Good
Iftikhar Ahmed,PSL,14,8.175,26.615000000000002,8.2,25.82,98.7,Good
Iftikhar Kankhel,T20I,13,8.96,18.62,8.96,18.62,100.0,Good
Ihsanullah,PSL,0,12.92,28.0,7.65,16.58,59.2,Poor
Ihsanullah Wafa,T20I,1,8.0,16.0,8.0,16.0,100.0,Good
Ijaz Hussain,T20I,4,8.48,26.165,7.02,15.27,70.6,Average
Ikramullah Khan,T20I,13,8.695,27.259999999999998,8.29,21.98,88.0,Good
Ilenia Sims,T20I,23,5.699999999999999,17.805,6.0,13.94,91.8,Good
Ilyas Ataullah,T20I,7,9.364999999999998,31.7,8.86,31.0,96.2,Good
Ilyas Cetin,T20I,2,16.17,31.0,16.17,31.0,100.0,Good
Imad Wasim,CPL,3,6.86,66.67,6.5,20.91,63.1,Average
Imad Wasim,PSL,26,7.35,22.805,7.09,27.11,107.7,Good
Imal Zuwak,T20I,0,5.0,5.0,5.0,5.0,100.0,Good
Imran Ahmed Kaneez,T20I,1,7.89,75.0,5.77,20.2,50.0,Poor
Imran Ameer,T20I,14,5.955,15.47,6.91,22.86,131.9,On Fire
Imran Anwar,T20I,36,8.475,32.44,7.13,20.16,73.1,Average
Imran Khan,T20I,40,7.525,16.86,7.11,19.39,104.7,Good
Imran Tahir,CPL,30,7.21,14.735,6.63,16.56,102.2,Good
Imtiaz Khan,T20I,5,8.92,21.4,8.92,21.4,100.0,Good
Inshaf Farook,T20I,7,5.24,12.71,5.24,12.71,100.0,Good
Iqra Sahar,T20I,21,5.074999999999999,35.5,5.2,18.95,77.9,Average
Irfan Hafejee,T20I,5,5.115,26.5,6.61,19.44,101.3,Good
Irfan Khan,ODI,3,10.2,17.0,10.2,17.0,100.0,Good
Irfan Ringku,T20I,32,6.53,11.59,6.53,11.59,100.0,Good
Irfan Safi,T20I,10,11.66,25.45,10.1,26.6,95.6,Good
Isabella Clarke,T20I,5,5.41,11.0,5.41,11.0,100.0,Good
Isaiah O'Brien,T20I,0,8.0,8.0,8.0,8.0,100.0,Good
Ishan Kishan,IPL,0,24.0,4.0,24.0,4.0,100.0,Good
Ishtiaq Ahmad,T20I,20,7.1,12.9,6.77,14.93,105.5,Good
Ismail Kara,T20I,7,6.21,17.14,6.21,17.14,100.0,Good
Itibarshah Deedar,T20I,0,7.0,14.0,7.98,45.67,220.1,On Fire
Izaz Ali,T20I,12,8.49,26.67,8.62,20.2,88.6,Good
Izhar Hussain,T20I,0,7.38,16.0,7.38,16.0,100.0,Good
J Ajiambo,T20I,4,4.79,21.75,4.35,11.17,71.1,Average
J Andujar,T20I,4,5.84,9.25,5.84,9.25,100.0,Good
J Baguma,T20I,4,7.44,16.75,6.19,12.86,80.0,Average
J Baker,T20I,3,9.29,21.67,9.29,21.67,100.0,Good
J Baleicikoibia,T20I,2,8.43,29.5,9.75,39.0,123.9,On Fire
J Bishop,CPL,7,7.22,23.71,7.39,22.48,98.6,Good
J Blades,CPL,7,11.190000000000001,28.5,10.9,28.29,98.3,Good
J Blades,ODI,1,6.91,99.0,8.32,172.0,147.1,On Fire
J Blades,T20I,6,8.9,29.67,8.9,29.67,100.0,Good
J Buchanan,T20I,4,6.4399999999999995,37.335,6.2,26.0,83.0,Average
J Bulele,T20I,6,7.95,25.17,7.14,19.32,83.3,Average
J Butler,T20I,5,7.515,32.75,6.97,14.12,67.9,Average
J Byrappa,T20I,3,7.57,29.0,7.57,29.0,100.0,Good
J Campbell,ODI,0,6.5,13.0,6.5,13.0,100.0,Good
J Campbell,Test,1,3.36,47.0,3.36,47.0,100.0,Good
J Chirila,T20I,2,5.14,36.0,5.14,36.0,100.0,Good
J Coetzee,T20I,16,4.125,5.415,4.73,8.08,131.9,On Fire
J Cutinho,T20I,6,7.25,9.67,7.25,9.67,100.0,Good
J Daley,T20I,4,5.19,8.0,5.19,8.0,100.0,Good
J Dowling,T20I,9,8.61,19.415,8.32,17.56,93.5,Good
J Drysdale,T20I,6,9.11,13.67,8.94,24.58,139.0,On Fire
J Dzulfikar,T20I,7,3.57,7.57,4.04,9.71,120.7,On Fire
J Edmiston,T20I,1,9.0,18.0,9.0,18.0,100.0,Good
J Edwards,BBL,29,7.905,18.655,7.89,20.35,104.4,Good
J Edwards,T20I,0,12.5,25.0,12.5,25.0,100.0,Good
J Erdenesuvd,T20I,2,6.21,29.5,7.43,65.0,170.0,On Fire
J Essex,T20I,0,8.07,39.0,8.07,39.0,100.0,Good
J Fernando,T20I,11,8.135,35.0,7.19,25.18,80.2,Average
J Giyanani,ODI,0,10.33,31.0,10.33,31.0,100.0,Good
J Glasgow,ODI,6,4.91,46.335,5.04,46.33,101.3,Good
J Glasgow,T20I,4,5.89,13.25,6.61,19.0,127.8,On Fire
J Grewcock,ODI,1,4.33,26.0,4.33,26.0,100.0,Good
J Gunasekar,T20I,35,4.665,11.575,4.67,11.51,99.8,Good
J Henry,T20I,3,9.17,18.33,8.71,23.8,112.4,On Fire
J Hermann,T20I,0,6.0,3.0,6.0,3.0,100.0,Good
J Hicks,T20I,13,5.615,16.265,4.58,9.32,69.4,Average
J Horrocks,T20I,2,10.23,66.5,9.61,40.56,77.5,Average
J Jarvis,ODI,22,5.415,25.665,5.5,24.03,97.6,Good
J Jarvis,T20I,4,9.0,28.75,8.8,19.67,83.1,Average
J Kariko,T20I,12,5.52,17.335,5.08,13.06,83.7,Average
J Khadka,T20I,11,8.524999999999999,51.95,8.42,36.36,84.4,Average
J Kominkova,T20I,2,5.82,32.0,6.44,29.33,101.2,Good
J Lassayo,T20I,7,6.925,31.2,6.88,25.71,90.9,Good
J Layne,CPL,0,12.25,49.0,12.56,113.0,166.6,On Fire
J Layne,Test,1,4.23,165.0,4.23,165.0,100.0,Good
J Little,ODI,5,6.9,67.6,6.23,32.31,69.0,Average
J Little,PSL,2,10.4,52.0,10.4,52.0,100.0,Good
J Little,T20I,7,8.21,31.875,7.45,23.81,82.7,Average
J Liyanage,ODI,3,3.815,32.665,5.18,75.5,183.5,On Fire
J Liyanage,T20I,0,13.71,32.0,13.71,32.0,100.0,Good
J Madan,T20I,11,9.93,24.36,9.93,24.36,100.0,Good
J Maguire,ODI,17,6.095,31.27,5.01,35.37,97.7,Good
J Maguire,T20I,21,6.555,18.79,6.57,18.6,99.6,Good
J Martins,T20I,25,6.86,11.2,6.86,11.2,100.0,Good
J Matharu,ODI,0,5.46,71.0,5.46,71.0,100.0,Good
J Mbabazi,T20I,52,6.635,39.855000000000004,4.9,10.66,50.3,Poor
J Miyaji,T20I,12,7.52,19.75,6.18,13.06,74.2,Average
J Moondra,T20I,6,7.12,9.5,7.12,9.5,100.0,Good
J Neill,ODI,0,6.6,33.0,6.6,33.0,100.0,Good
J Neill,Test,1,4.95,155.0,4.95,155.0,100.0,Good
J Newland,T20I,0,7.0,14.0,7.0,14.0,100.0,Good
J Nkomo,ODI,2,4.56,30.0,3.82,17.85,71.6,Average
J Nkomo,T20I,17,6.085,13.235,5.07,12.28,88.1,Good
J Overton,BBL,17,8.085,20.715,8.34,19.59,98.9,Good
J Overton,IPL,14,11.36,50.394999999999996,9.76,23.71,66.5,Average
J Overton,ODI,13,6.21,25.71,5.72,22.21,89.2,Good
J Overton,T20I,25,8.565,17.225,8.22,16.45,95.7,Good
J Overton,Test,2,4.32,82.0,4.12,77.5,94.9,Good
J Perry,T20I,0,15.0,30.0,15.0,30.0,100.0,Good
J Proctor,T20I,5,7.045,22.0,6.17,19.64,88.4,Good
J Ramanandi,ODI,2,4.64,104.5,4.64,104.5,100.0,Good
J Ramanandi,T20I,22,9.925,22.525,8.07,14.91,73.8,Average
J Rasu,T20I,16,7.67,10.06,7.46,16.23,129.3,On Fire
J Rokoro,T20I,1,8.09,62.0,8.09,62.0,100.0,Good
J Royal,CPL,0,9.5,19.0,7.76,23.47,102.6,Good
J Sanele,T20I,11,4.95,11.64,4.91,17.33,124.0,On Fire
J Santhanam,T20I,11,5.29,11.55,5.29,11.55,100.0,Good
J Singye,T20I,3,6.4,32.0,6.75,25.29,92.2,Good
J Stanigze,T20I,5,7.27,16.0,7.38,15.38,98.8,Good
J Sumerauer,T20I,12,8.25,66.82,7.57,20.19,61.0,Average
J Thomas,T20I,4,9.1,22.75,7.76,26.4,100.7,Good
J Tuffin,T20I,18,6.605,17.0,6.48,17.5,100.5,Good
J Tugsjargal,T20I,2,7.57,19.25,7.7,29.5,127.5,On Fire
J Wadia,BBL,3,8.615,25.835,7.58,30.33,102.7,Good
J Wilson,T20I,6,10.81,35.0,10.89,37.5,103.9,Good
J Yon,T20I,2,9.29,32.5,6.67,13.33,56.4,Poor
J van Heerden,T20I,6,6.91,16.5,7.3,15.7,100.4,Good
JA Burrows,T20I,7,7.88,15.57,7.06,14.15,90.2,Good
JA Chohan,BBL,4,7.42,35.25,7.42,35.25,100.0,Good
JA Clarkson,ODI,0,6.33,57.0,6.19,32.5,77.4,Average
JA Clarkson,T20I,4,7.4,9.25,7.5,9.0,99.3,Good
JA Davies,BBL,14,6.18,13.585,6.98,20.93,133.5,On Fire
JA Davies,T20I,1,8.2,41.0,8.2,41.0,100.0,Good
JA Diergaardt,T20I,34,6.835,22.439999999999998,5.75,16.23,78.2,Average
JA Duffy,IPL,9,10.88,29.22,10.88,29.22,100.0,Good
JA Duffy,ODI,24,5.37,26.72,5.7,24.54,99.0,Good
JA Duffy,T20I,43,9.16,27.67,8.03,19.77,79.6,Average
JA Duffy,Test,25,2.35,16.28,2.35,16.28,100.0,Good
JA Fitzgerald,T20I,0,12.14,87.0,10.13,53.5,72.5,Average
JA Miranda,T20I,1,5.68,18.0,9.21,66.0,264.4,On Fire
JA Richardson,BBL,14,9.395,29.880000000000003,7.83,19.67,74.6,Average
JA Richardson,Test,2,2.95,15.0,2.73,21.0,116.3,On Fire
JA Warrican,CPL,4,8.92,53.5,8.97,42.29,89.8,Good
JA Warrican,Test,33,2.715,23.58,3.01,28.07,115.0,On Fire
JAM Henri,T20I,10,8.25,26.375,8.05,26.4,98.8,Good
JAN Ngono,T20I,1,5.5,22.0,6.2,25.2,113.6,On Fire
JB Abega,T20I,9,5.78,11.78,7.01,16.17,129.3,On Fire
JB Richards,T20I,0,12.0,8.0,12.0,8.0,100.0,Good
JC Archer,IPL,41,9.344999999999999,27.6,8.16,24.01,87.2,Good
JC Archer,ODI,22,5.244999999999999,24.79,5.04,24.69,97.8,Good
JC Archer,T20I,30,9.600000000000001,24.265,8.33,21.53,87.7,Good
JC Archer,Test,37,3.205,25.155,3.06,27.9,103.2,Good
JC Balt,ODI,0,5.75,23.0,5.75,23.0,100.0,Good
JC Balt,T20I,9,6.835,13.665,6.23,19.45,116.7,On Fire
JC Cullen,T20I,0,9.43,11.0,8.27,25.5,159.8,On Fire
JC Molina,T20I,4,3.08,4.75,3.08,4.75,100.0,Good
JC Tongue,ODI,2,6.2,46.5,6.2,46.5,100.0,Good
JC Tongue,T20I,8,10.08,20.38,10.08,20.38,100.0,Good
JC Tongue,Test,60,4.18,26.54,4.05,26.1,97.6,Good
JD Bhatt,T20I,4,9.0,13.5,9.0,13.5,100.0,Good
JD Unadkat,IPL,16,9.125,24.79,8.94,28.03,105.5,Good
JD Wildermuth,BBL,11,10.13,28.915,8.41,30.15,93.6,Good
JDF Vandersay,ODI,8,4.765000000000001,23.0,5.32,26.4,113.2,On Fire
JDF Vandersay,T20I,1,7.83,94.0,7.97,54.33,79.8,Average
JDF Vandersay,Test,3,4.79,60.67,5.21,50.0,95.6,Good
JDS Neesham,PSL,1,8.6,43.0,8.96,34.57,92.3,Good
JDS Neesham,T20I,24,9.45,19.28,9.15,22.34,106.3,Good
JE Marks,T20I,4,8.54,27.75,8.54,27.75,100.0,Good
JE Ronalds,T20I,16,3.8,8.94,4.51,10.5,118.1,On Fire
JE Root,ODI,3,6.52,52.25,5.9,55.93,98.8,Good
JE Root,Test,4,4.065,84.5,3.37,43.4,67.1,Average
JEA Doctora,T20I,4,8.555,24.25,8.78,25.25,103.4,Good
JF Bangura,T20I,0,10.29,12.0,10.29,12.0,100.0,Good
JG Bethell,BBL,4,6.81,19.0,6.81,19.0,100.0,Good
JG Bethell,ODI,5,7.6,83.0,7.46,47.78,77.9,Average
JG Bethell,T20I,8,7.855,13.375,8.71,16.88,118.5,On Fire
JG Bethell,Test,5,3.2750000000000004,24.6,3.94,31.88,124.9,On Fire
JG Kimaro,T20I,9,5.42,13.44,5.42,13.44,100.0,Good
JH Davey,ODI,1,2.9,29.0,4.82,23.67,123.9,On Fire
JI de Villiers,ODI,0,5.33,16.0,6.65,51.33,222.8,On Fire
JI de Villiers,T20I,3,7.06,40.0,8.2,54.67,126.4,On Fire
JJ Bazley,BBL,0,12.0,12.0,8.74,28.0,153.1,On Fire
JJ Bumrah,IPL,26,7.425,48.525,7.26,21.49,71.0,Average
JJ Bumrah,ODI,2,3.9,38.0,4.58,22.63,88.5,Good
JJ Bumrah,T20I,35,7.1899999999999995,17.665,6.51,16.98,93.3,Good
JJ Bumrah,Test,31,2.79,22.16,2.74,19.38,92.8,Good
JJ Davidson,ODI,9,6.26,51.93,6.06,34.29,81.4,Average
JJ Davidson,T20I,9,7.92,17.15,7.94,18.67,104.6,Good
JJ Griffin,T20I,0,13.0,13.0,13.0,13.0,100.0,Good
JJ Huo,T20I,7,6.904999999999999,20.625,6.79,12.9,80.4,Average
JJ Smit,ODI,27,4.234999999999999,25.545,4.22,20.98,90.9,Good
JJ Smit,T20I,32,7.449999999999999,16.16,6.84,15.51,93.9,Good
JKC Claxton,ODI,1,8.84,105.5,8.73,211.0,149.4,On Fire
JKC Claxton,T20I,12,8.18,22.985,8.21,22.92,100.0,Good
JKD Andreano,T20I,12,5.77,24.314999999999998,5.66,24.47,99.4,Good
JL Aras,T20I,6,5.59,29.5,6.05,19.0,86.3,Good
JL Jonassen,WPL,13,8.25,18.08,7.74,18.03,96.8,Good
JL Kovacic,T20I,4,6.6,24.75,6.6,24.75,100.0,Good
JL Tutty,T20I,8,5.9350000000000005,21.715,6.46,18.31,96.6,Good
JM Bird,BBL,4,4.0,4.0,7.37,23.87,390.5,On Fire
JM Iradukunda,T20I,14,6.6850000000000005,20.82,7.28,21.67,106.5,Good
JM James,CPL,7,6.72,9.29,6.75,12.6,118.0,On Fire
JM Kerr,ODI,24,4.54,26.37,4.41,22.78,91.8,Good
JM Kerr,T20I,23,7.555,24.115000000000002,6.71,29.98,106.6,Good
JM Polarouthu,T20I,0,13.85,30.0,13.85,30.0,100.0,Good
JM Vujinovich,T20I,2,7.5,15.0,6.7,19.18,108.6,Good
JM Willathgamuwa,ODI,1,5.0,35.0,4.39,24.5,78.9,Average
JM Willathgamuwa,T20I,0,12.0,12.0,7.29,96.0,430.4,On Fire
JMJ Lynn,T20I,3,5.5,7.33,5.5,7.33,100.0,Good
JN Kalita,WPL,0,10.5,21.0,8.09,58.0,176.6,On Fire
JN Loftie-Eaton,ODI,10,5.05,43.625,5.27,25.66,81.6,Average
JN Loftie-Eaton,T20I,14,7.555,20.045,7.67,21.48,104.3,Good
JN du Plooy,T20I,1,10.2,51.0,10.2,51.0,100.0,Good
JNT Seales,CPL,15,8.235,31.9,8.92,31.29,103.2,Good
JNT Seales,ODI,34,5.705,25.05,5.83,29.13,109.2,Good
JNT Seales,T20I,6,11.645,49.835,10.74,46.83,93.1,Good
JNT Seales,Test,39,3.21,30.585,3.35,24.72,92.6,Good
JO Holder,CPL,23,7.58,17.585,7.78,23.56,118.3,On Fire
JO Holder,IPL,17,7.53,17.06,8.55,23.04,124.3,On Fire
JO Holder,PSL,17,9.11,16.53,9.11,16.53,100.0,Good
JO Holder,T20I,52,8.835,21.08,8.7,23.9,105.9,Good
JP Behrendorff,BBL,14,9.275,76.77,7.09,18.79,50.5,Poor
JP Cabrera,T20I,3,5.41,15.665,5.69,24.67,131.3,On Fire
JP Greaves,CPL,0,18.0,18.0,11.0,33.0,122.2,On Fire
JP Greaves,ODI,7,6.69,59.29,6.7,63.62,103.7,Good
JP Greaves,Test,25,3.19,26.43,3.35,29.03,107.4,Good
JP Kaltapau,T20I,1,12.75,51.0,12.75,51.0,100.0,Good
JR Barry,T20I,3,10.05,46.33,8.73,21.82,67.0,Average
JR Cope,T20I,8,8.35,17.75,8.35,17.75,100.0,Good
JR Hazlewood,IPL,37,9.18,25.240000000000002,8.61,23.15,92.8,Good
JR Hazlewood,ODI,4,4.11,41.25,4.74,26.29,89.5,Good
JR Hazlewood,T20I,12,7.37,16.58,7.36,20.41,111.5,On Fire
JR Hazlewood,Test,24,2.71,16.97,2.77,23.53,120.4,On Fire
JR Lennox,ODI,23,4.23,17.09,4.23,17.09,100.0,Good
JR Lennox,T20I,2,9.33,14.0,9.33,14.0,100.0,Good
JR Lucky,T20I,0,27.0,9.0,27.0,9.0,100.0,Good
JR Newton,T20I,5,7.5,30.0,7.5,30.0,100.0,Good
JS Buckingham,BBL,4,9.6,24.0,9.6,24.0,100.0,Good
JS Iggo,T20I,2,8.5,34.0,8.5,34.0,100.0,Good
JS Kundi,T20I,4,8.0,10.0,7.23,23.5,162.7,On Fire
JS Ndanu,T20I,2,5.2,35.5,5.92,27.88,96.2,Good
JS Paris,BBL,19,7.32,14.454999999999998,8.58,28.5,157.2,On Fire
JS Pooranakaran,T20I,1,7.53,54.0,6.55,30.38,71.6,Average
JT Brassell,ODI,17,5.505,23.015,4.97,27.17,104.2,Good
JT Brassell,T20I,17,7.425000000000001,22.63,8.67,28.46,121.3,On Fire
JT Manase,T20I,0,7.67,23.0,7.67,23.0,100.0,Good
JT Pooranakaran,T20I,1,13.92,58.0,11.52,119.0,144.0,On Fire
JT Smuts,T20I,6,6.63,28.17,7.2,49.57,142.3,On Fire
JU Goolie,CPL,4,9.135,33.625,8.41,35.75,99.2,Good
JV Chand,T20I,11,12.825,18.865000000000002,7.03,20.45,81.6,Average
Jagrat Dubey,T20I,6,6.35,32.5,5.97,18.33,75.2,Average
Jahandad Khan,PSL,7,10.879999999999999,39.5,9.96,36.92,92.5,Good
Jahandad Khan,T20I,1,18.92,82.0,11.61,30.14,49.1,Poor
Jai Sinh,T20I,3,10.52,28.665,8.64,15.12,67.4,Average
Jaikumar Thakur,T20I,2,8.73,48.0,8.73,48.0,100.0,Good
Jakob Gul,T20I,22,7.225,21.755000000000003,7.21,19.23,94.1,Good
Jalat Khan,PSL,1,12.67,38.0,12.67,38.0,100.0,Good
Jamal Stanikzai,T20I,1,9.33,56.0,9.33,56.0,100.0,Good
Jamshid Nasiri,T20I,14,5.37,10.285,5.33,10.29,99.7,Good
Jannatul Ferdus,ODI,9,4.44,18.33,4.44,18.33,100.0,Good
Jasdeep Singh,ODI,18,6.66,31.595,5.55,30.35,89.7,Good
Jasdeep Singh,T20I,7,5.74,15.71,8.31,25.4,153.2,On Fire
Jaskaran Singh,ODI,4,5.26,33.75,5.26,33.75,100.0,Good
Jaskaran Singh,T20I,13,9.66,70.46,8.32,24.31,60.3,Average
Jaspal Singh,T20I,2,10.36,47.5,8.06,42.2,83.3,Average
Jaspreet Singh,T20I,6,8.02,30.1,7.1,18.42,74.9,Average
Jaswinder Singh,T20I,10,9.72,25.55,8.53,21.41,85.8,Good
Jatinder Singh,ODI,0,4.0,4.0,5.12,41.0,576.5,On Fire
Jatinder Singh,T20I,0,36.0,6.0,10.62,23.0,206.4,On Fire
Javed Hina,T20I,0,5.0,5.0,5.0,5.0,100.0,Good
Javid Patel,T20I,13,6.8100000000000005,24.625,6.65,25.15,99.9,Good
Jay Odedra,ODI,7,4.465,23.57,4.0,24.7,97.2,Good
Jay Odedra,T20I,1,11.67,35.0,7.4,31.71,77.0,Average
Jayasooriya,T20I,8,5.0649999999999995,16.560000000000002,5.38,18.77,109.8,Good
Jaza Mariyam,T20I,1,5.8,29.0,5.8,29.0,100.0,Good
Jiaping Li,T20I,7,6.62,22.86,6.21,25.0,101.6,Good
Jihad Hossain,T20I,1,20.0,10.0,20.0,10.0,100.0,Good
Jobayer Hossen,T20I,1,7.0,77.0,7.24,18.1,63.5,Average
Jonte Smith,T20I,5,8.0,14.4,6.12,11.0,76.4,Average
Josh Brown,BBL,0,18.0,48.0,18.0,48.0,100.0,Good
Joshep Zulu,T20I,2,6.86,24.0,6.86,24.0,100.0,Good
Joshua Asia,T20I,18,4.86,8.72,4.67,9.85,104.5,Good
Joyleen Kaur,T20I,19,5.855,33.28,5.67,13.64,68.9,Average
Junaid Aziz,T20I,0,10.625,35.0,9.18,16.73,67.1,Average
Junaid Khan,T20I,16,5.0600000000000005,11.665,6.37,19.72,147.5,On Fire
Junaid Siddique,ODI,30,5.16,22.270000000000003,5.11,26.54,109.1,Good
Junaid Siddique,T20I,30,8.195,16.19,7.85,18.83,106.0,Good
K Amuge,T20I,33,4.31,8.27,4.31,8.27,100.0,Good
K Anjali Sarvani,WPL,1,13.33,40.0,9.29,46.43,92.9,Good
K Babu,T20I,5,9.24,31.4,9.24,31.4,100.0,Good
K Bhurtel,ODI,2,5.9399999999999995,66.5,5.17,35.14,69.9,Average
K Bhurtel,T20I,13,8.11,68.53999999999999,7.11,16.13,55.6,Poor
K Boniface,T20I,2,8.3,22.0,8.32,30.5,119.4,On Fire
K Brock-Nielsen,T20I,1,9.79,62.0,8.77,57.0,90.8,Good
K Burrows,T20I,3,11.0,7.33,11.0,7.33,100.0,Good
K Campbell,CPL,0,13.0,52.0,14.5,87.0,139.4,On Fire
K Canavarci,T20I,13,5.425,21.384999999999998,6.25,14.87,92.4,Good
K Chigora,ODI,4,6.77,57.25,6.11,45.33,84.7,Average
K Chigora,T20I,6,8.5,34.25,7.76,23.29,79.6,Average
K Dorji,T20I,2,9.21,21.5,9.46,28.0,116.5,On Fire
K Fletcher,T20I,4,7.29,17.0,6.64,17.55,97.2,Good
K Fraser,ODI,11,4.24,24.4,4.04,18.6,85.8,Good
K Fraser,T20I,30,6.045,15.274999999999999,5.76,14.55,95.3,Good
K Fubler,T20I,7,5.41,17.0,4.42,9.9,70.0,Average
K Gaston,CPL,6,10.96,34.2,12.53,39.67,115.2,On Fire
K Gore,CPL,0,17.68,25.0,15.79,50.0,144.7,On Fire
K Gore,T20I,1,7.67,23.0,5.38,10.75,58.4,Poor
K Goud,ODI,27,5.96,34.66,5.82,27.56,88.6,Good
K Goud,T20I,10,7.89,40.94,8.24,37.9,98.5,Good
K Goud,Test,9,3.25,18.11,3.25,18.11,100.0,Good
K Goud,WPL,9,8.755,48.5,8.75,43.89,95.2,Good
K Hinds,T20I,11,7.2,22.91,5.63,15.09,72.0,Average
K Inakale,T20I,9,6.12,40.81,6.41,27.56,86.1,Good
K Joshi,T20I,9,7.135,50.44,5.3,18.45,55.4,Poor
K Juma,T20I,23,5.115,11.81,5.71,12.34,108.1,Good
K Kadowaki-Fleming,T20I,0,9.0,9.0,8.5,17.0,141.7,On Fire
K Kanwar,T20I,0,8.73,32.0,8.73,32.0,100.0,Good
K Kapadia,T20I,2,5.46,26.75,4.9,25.75,93.0,Good
K Kartikeya,IPL,2,9.75,39.0,8.66,33.92,87.9,Good
K Kato-Stafford,T20I,2,4.59,6.5,5.03,7.6,113.3,On Fire
K Kavindi,T20I,3,9.205,71.25,7.41,27.15,59.3,Poor
K Khejroliya,IPL,1,11.48,30.0,10.72,46.17,123.6,On Fire
K Kisova,T20I,0,5.25,7.0,5.25,7.0,100.0,Good
K Klein,ODI,30,4.855,22.175,4.85,19.49,93.9,Good
K Klein,T20I,17,9.16,26.395,8.18,16.94,76.7,Average
