striker,format,recent_runs,recent_avg,recent_sr,career_avg,career_sr,form_score,form_label
AU Rashid,ODI,59,6.3,38.265,19.14,93.43,36.9,Poor
AU Rashid,T20I,52,11.335,108.31,7.09,89.56,140.4,On Fire
AUKDS Kalugala,T20I,88,14.665,115.71000000000001,15.69,110.87,98.9,Good
AV Lazarus,T20I,292,22.155,111.49000000000001,26.58,116.38,89.6,Good
AWJ Auguste,CPL,229,25.44,161.27,21.39,133.22,120.0,On Fire
AWJ Auguste,ODI,205,21.9,74.2,22.78,76.49,96.6,Good
AWJ Auguste,T20I,165,14.165,76.63499999999999,23.57,132.0,59.1,Poor
AY Patel,Test,30,30.0,100.0,11.53,38.09,261.4,On Fire
Aaftab Alam Khan,T20I,4,4.0,80.0,17.21,124.23,43.8,Poor
Aamer Azmat,PSL,24,24.0,92.31,16.75,111.67,113.0,On Fire
Aamer Jamal,PSL,50,16.665,116.85,19.73,141.83,83.4,Average
Aamer Jamal,Test,52,13.0,39.84,23.67,56.26,62.9,Average
Aamir Kaleem,ODI,108,13.5,56.54,12.31,60.15,101.8,Good
Aamir Kaleem,T20I,286,17.85,128.59,18.24,114.55,105.1,Good
Aanvi Kishore,T20I,19,9.5,61.29,9.5,61.29,100.0,Good
Aarif Sheikh,ODI,486,27.0,71.235,26.63,66.38,104.4,Good
Aarif Sheikh,T20I,98,16.335,126.38,20.81,110.63,96.4,Good
Aaron Jones,CPL,40,10.0,95.24,19.4,116.87,66.5,Average
Aaron Jones,ODI,64,16.0,68.09,33.06,71.9,71.5,Average
Aaron Jones,T20I,149,29.8,134.23,23.24,114.48,122.7,On Fire
Aarti Priya,T20I,31,7.75,63.6,5.14,52.17,136.3,On Fire
Aashita Gupta,T20I,14,14.0,73.68,14.0,73.68,100.0,Good
Aasif Sheikh,ODI,539,32.114999999999995,73.91499999999999,29.73,74.37,103.7,Good
Aasif Sheikh,T20I,534,26.415,145.13,25.26,122.69,111.4,On Fire
Aayan Afzal Khan,ODI,10,5.0,26.32,21.25,72.74,29.9,Poor
Aayan Afzal Khan,T20I,7,7.0,350.0,12.91,90.45,220.6,On Fire
Abbas Afridi,CPL,34,11.33,136.0,11.33,136.0,100.0,Good
Abbas Afridi,PSL,137,18.035,175.645,18.64,169.42,100.2,Good
Abbas Afridi,T20I,43,14.33,97.73,11.25,113.45,106.8,Good
Abbas Ghani,T20I,655,30.61,156.26999999999998,27.62,153.42,106.3,Good
Abdul Gaffar Saqlain,T20I,13,13.0,118.18,13.0,118.18,100.0,Good
Abdul Hashim,T20I,8,4.0,44.44,13.1,87.92,40.5,Poor
Abdul Jalil,T20I,27,9.0,79.41,9.0,79.41,100.0,Good
Abdul Majid Abbasi,T20I,24,8.0,64.905,5.88,53.41,128.8,On Fire
Abdul Naser Baluch,T20I,31,2.395,49.675,4.5,85.71,55.6,Poor
Abdul Rauf,T20I,0,0.0,0.0,0.0,0.0,0.0,
Abdul Salman Khan,T20I,8,8.0,72.73,8.0,72.73,100.0,Good
Abdul Samad,IPL,280,18.775,154.07999999999998,18.28,148.62,103.2,Good
Abdul Samad,ODI,66,16.5,70.21,16.5,70.21,100.0,Good
Abdul Samad,PSL,193,20.825,189.595,21.44,189.22,98.7,Good
Abdul Samad,T20I,90,13.5,109.41,22.5,100.0,84.7,Average
Abdul Waheed,T20I,362,32.91,143.65,28.1,129.39,114.1,On Fire
Abdul Wahid,T20I,20,6.67,80.0,28.33,129.77,42.6,Poor
Abdulla Bhoola,T20I,4,2.0,37.5,5.5,52.38,54.0,Poor
Abdulla Pervaiz,T20I,107,35.67,133.75,35.67,133.75,100.0,Good
Abdullah Fazal,PSL,91,18.2,135.82,18.2,135.82,100.0,Good
Abdullah Fazal,Test,141,35.25,50.0,35.25,50.0,100.0,Good
Abdullah Khan Lodhi,T20I,16,5.33,88.89,13.88,87.4,70.1,Average
Abdullah Mahmood,T20I,10,5.0,90.91,4.0,85.71,115.5,On Fire
Abdullah Mohd Yousaf,T20I,28,14.0,90.32,14.0,90.32,100.0,Good
Abdullah Shafique,ODI,125,20.83,63.45,28.29,78.14,77.4,Average
Abdullah Shafique,PSL,635,29.86,145.365,28.54,140.58,104.0,Good
Abdullah Shafique,Test,106,26.5,43.98,38.33,44.16,84.4,Average
Abdullahi Ismail,T20I,1,1.0,33.33,1.0,33.33,100.0,Good
Abdurrahman Ahmadzai,T20I,14,14.0,280.0,14.0,280.0,100.0,Good
Abeer Maryam,T20I,38,5.915,30.049999999999997,4.18,31.72,118.1,On Fire
Abeera Waris,T20I,64,8.5,106.22999999999999,8.41,73.71,122.6,On Fire
Abhilasha Singh,T20I,7,7.0,63.64,4.0,38.1,171.0,On Fire
Abhishek Anand,T20I,279,16.33,112.05,16.41,112.96,99.4,Good
Abhishek Sharma,IPL,1002,37.055,199.06,29.01,171.27,122.0,On Fire
Abhishek Sharma,T20I,1373,34.285,189.515,31.94,187.24,104.3,Good
Abid Ullah Shah,T20I,16,8.0,160.0,8.0,160.0,100.0,Good
Abishek Porel,IPL,409,25.075,134.78,23.3,145.37,100.2,Good
Abraar Khan,T20I,19,3.8,45.24,3.8,45.24,100.0,Good
Abrar Ahmed,ODI,24,12.0,70.59,28.0,96.55,58.0,Poor
Abrar Ahmed,PSL,52,21.0,120.875,7.0,109.38,205.3,On Fire
Abrar Ahmed,T20I,4,2.0,18.18,2.0,33.33,77.3,Average
Abrar Ahmed,Test,2,2.0,18.18,8.5,56.67,27.8,Poor
Abul Farhad,T20I,9,4.5,47.37,4.0,48.0,105.6,Good
Acrey Hugo,T20I,10,10.0,83.33,10.0,83.33,100.0,Good
Ada Bhasin,T20I,1,1.0,50.0,7.73,57.24,50.1,Poor
Adam Senn,T20I,241,26.55,118.125,24.1,118.14,105.1,Good
Adeeb Usmani,ODI,151,37.75,85.31,37.75,85.31,100.0,Good
Adeeb Usmani,T20I,32,16.0,110.34,16.0,110.34,100.0,Good
Adeshlie Alias,T20I,29,14.5,96.67,14.5,96.67,100.0,Good
Adil Butt,T20I,402,34.81,186.445,34.81,162.81,107.3,Good
Adil Khan,T20I,17,8.5,73.91,8.5,73.91,100.0,Good
Aditya Panwar,T20I,34,17.0,113.33,20.8,128.4,85.0,Average
Adnan Shnwarei,T20I,1,1.0,33.33,1.0,33.33,100.0,Good
Afida Afthab,T20I,6,2.25,33.75,3.0,33.33,88.1,Good
Afif Hossain,ODI,46,23.0,63.89,23.76,87.35,85.0,Average
Afshan Khan,T20I,4,4.0,28.57,4.0,28.57,100.0,Good
Agha Salman,ODI,870,42.535,95.915,44.32,96.48,97.7,Good
Agha Salman,PSL,313,18.78,127.94,21.05,123.46,96.4,Good
Agha Salman,T20I,769,22.435000000000002,143.585,21.55,122.97,110.4,On Fire
Agha Salman,Test,473,27.875,55.43,36.59,61.45,83.2,Average
Ahmad Khalid Ahmadzai,T20I,48,24.0,184.62,10.0,135.14,188.3,On Fire
Ahmad Ramdoni,T20I,359,19.94,93.25,20.26,87.5,102.5,Good
Ahmadullah Shinwari,T20I,75,18.5,63.93,8.8,87.13,141.8,On Fire
Ahmed Al Zadjali,T20I,7,7.0,140.0,7.0,140.0,100.0,Good
Ahmed Aqeel,T20I,266,43.31,109.865,33.76,120.34,109.8,Good
Ahmed Daniyal,PSL,56,20.0,165.715,16.5,122.22,128.4,On Fire
Ahmed Daniyal,T20I,17,17.0,154.55,17.0,154.55,100.0,Good
Ahmed Faiz,T20I,336,16.77,95.105,25.31,123.93,71.5,Average
Ahmed Hassan,T20I,283,24.5,115.875,24.76,111.15,101.6,Good
Ahmed Wardak,T20I,2,2.0,40.0,21.0,95.45,25.7,Poor
Ahmer Bin Nisar,T20I,724,27.09,136.485,27.63,128.07,102.3,Good
Ahsan Ali,PSL,4,4.0,133.33,26.35,132.54,57.9,Poor
Aina Najwa,T20I,54,6.2,47.254999999999995,7.95,56.61,80.7,Average
Ainna Hamizah Hashim,T20I,455,20.21,78.68,14.6,68.17,126.9,On Fire
Ainool Hafizs,T20I,34,5.67,103.03,7.36,95.83,92.3,Good
Aishani Kishore,T20I,62,26.0,76.08,20.67,81.58,109.5,Good
Aisya Eleesa,T20I,16,2.665,42.105,3.0,43.3,93.0,Good
Aizaz Khan,T20I,130,11.285,96.055,16.29,108.81,78.8,Average
Ajay Kumar,ODI,3,3.0,33.33,3.0,33.33,100.0,Good
Ajaz Patel,T20I,2,1.0,18.18,1.0,18.18,100.0,Good
Ajhar Alam,T20I,1,1.0,16.67,1.0,16.67,100.0,Good
Ajin Soman,T20I,28,9.33,100.0,9.33,100.0,100.0,Good
Akash Deep,IPL,6,6.0,300.0,8.33,178.57,120.0,On Fire
Akash Deep,Test,80,20.0,59.26,12.54,53.8,134.8,On Fire
Akash Madhwal,IPL,4,4.0,44.44,8.0,57.14,63.9,Average
Akhil Arjunan,T20I,40,10.5,78.575,13.56,87.14,83.8,Average
Akhil Kumar,ODI,121,30.25,98.6,24.6,97.62,112.0,On Fire
Akhil Kumar,T20I,1,1.0,25.0,20.5,113.89,13.4,Poor
Akhter Pacha Sher,T20I,53,26.5,151.43,26.5,151.43,100.0,Good
Akif Javed,ODI,10,5.0,71.43,5.0,71.43,100.0,Good
Akif Javed,PSL,6,3.0,60.0,6.5,76.47,62.3,Average
Akif Raja,T20I,1,1.0,33.33,26.0,118.18,16.0,Poor
Akshat Raghuwanshi,IPL,29,9.67,116.0,9.67,116.0,100.0,Good
Al Maseera Jahangir,ODI,31,7.75,44.29,7.75,44.29,100.0,Good
Al Maseera Jahangir,T20I,13,4.33,68.42,3.25,65.0,119.2,On Fire
Alexander Hillman,T20I,22,22.0,157.14,22.0,157.14,100.0,Good
Ali Abbas,T20I,12,6.0,70.59,6.0,70.59,100.0,Good
Ali Dawood,T20I,58,9.665,99.405,8.91,83.76,113.6,On Fire
Ali Farasat,T20I,44,5.5,88.775,11.44,122.62,60.2,Average
Ali Hasan,T20I,0,0.0,0.0,2.5,66.67,0.0,
Ali Hussain,T20I,9,9.0,128.57,8.0,88.89,128.6,On Fire
Ali Majid,PSL,9,9.0,112.5,9.0,112.5,100.0,Good
Ali Masood,T20I,13,13.0,65.0,21.56,99.71,62.7,Average
Ali Nadeem,ODI,134,22.335,64.775,22.33,64.73,100.0,Good
Ali Nadeem,T20I,188,62.67,143.51,62.67,143.51,100.0,Good
Ali Nawaz,T20I,243,16.115,114.185,16.2,114.08,99.8,Good
Ali Nayyer,T20I,62,12.4,108.77,20.33,129.1,72.6,Average
Ali Rahmon,T20I,166,16.835,110.16499999999999,20.75,117.73,87.4,Good
Ali Rasool,T20I,4,4.0,57.14,5.0,47.62,100.0,Good
Ali Raza,PSL,1,1.0,11.11,1.0,11.11,100.0,Good
Ali Sheikh,T20I,22,11.0,110.0,11.0,110.0,100.0,Good
Ali Usman,Test,2,1.0,11.11,1.0,11.11,100.0,Good
Ali Zaheer,T20I,49,24.5,119.51,15.83,98.96,137.8,On Fire
Alifiya Sayed,T20I,3,1.5,14.645,1.5,12.5,108.6,Good
Alina Aslam,T20I,44,5.2,46.58,9.22,56.85,69.2,Average
Aliya Riaz,ODI,357,27.244999999999997,93.39500000000001,25.23,67.27,123.4,On Fire
Aliya Riaz,T20I,254,23.82,105.11,18.7,98.84,116.9,On Fire
Amad Butt,PSL,3,3.0,100.0,11.82,142.86,47.7,Poor
Amal Jacob,T20I,31,5.875,52.585,7.5,61.86,81.7,Average
Amalin Sorfina,T20I,4,4.0,100.0,5.0,38.46,170.0,On Fire
Aman Desai,T20I,207,17.25,109.52,17.7,116.7,95.7,Good
Amandeep Singh,T20I,30,15.0,107.14,19.25,124.19,82.1,Average
Amar Naeem,T20I,190,14.95,109.75,14.69,107.31,102.0,Good
Amar Sharma,T20I,0,0.0,0.0,14.5,84.3,0.0,
Amarpal Kaur,T20I,197,15.15,78.8,17.18,78.71,94.1,Good
Amaya Rajapaksha,T20I,9,2.5,38.885,4.5,42.86,73.1,Average
Ameer Saiyed,T20I,99,14.14,103.12,15.81,95.11,98.9,Good
Amelia Jones,T20I,64,10.67,46.38,10.67,46.38,100.0,Good
Amina Kashif,T20I,5,2.5,36.665,5.0,25.0,98.3,Good
Aminata Kamara,T20I,330,15.71,94.29,16.55,91.6,98.9,Good
Aminullah Tanha,T20I,0,0.0,0.0,1.25,25.0,0.0,
Amir Butt,T20I,208,26.0,130.82,26.0,130.82,100.0,Good
Amir Farooq,T20I,1,1.0,25.0,10.88,95.6,17.7,Poor
Amir Khan,T20I,116,19.33,99.28999999999999,19.33,100.87,99.2,Good
Amite Hasan,Test,29,14.5,72.5,14.5,72.5,100.0,Good
Amjad Sher,T20I,95,11.875,123.175,10.3,114.88,111.3,On Fire
Amma Kashif,T20I,0,0.0,0.0,0.0,0.0,0.0,
Amna Tariq,T20I,63,5.8100000000000005,46.815,6.8,50.0,89.5,Good
Amrita Sasidharan,T20I,120,28.835,71.615,24.0,83.92,102.7,Good
Anamul Haque,Test,62,12.4,44.6,10.8,40.6,112.3,On Fire
Ananya Sarma,T20I,9,2.25,29.03,1.38,15.07,177.8,On Fire
Ananya Srinivasan,T20I,4,2.0,31.665,2.0,30.77,101.5,Good
Anas Khan,T20I,0,0.0,0.0,13.8,86.25,0.0,
Angela Busa,T20I,25,2.78,43.86,2.75,32.35,118.3,On Fire
Aniket Verma,IPL,315,19.695,156.25,21.0,160.71,95.5,Good
Anjar Tadarus,T20I,276,12.725,83.89,12.38,83.54,101.6,Good
Ankush Singh,T20I,36,18.0,124.14,18.0,124.14,100.0,Good
Anoop Orsu,T20I,96,18.8,107.935,17.47,118.55,99.3,Good
Anop Santosh,ODI,2,2.0,22.22,2.0,22.22,100.0,Good
Ansh Patel,T20I,0,0.0,0.0,0.0,0.0,0.0,
Anshuman Rath,T20I,1296,51.545,150.94,33.93,128.24,134.8,On Fire
Anskumar Ahir,T20I,2,2.0,33.33,2.0,33.33,100.0,Good
Anthony Hillman,T20I,117,58.5,123.16,58.5,123.16,100.0,Good
Aqib Iqbal,T20I,723,28.4,132.665,22.98,122.73,115.8,On Fire
Aqif Farooq,T20I,1,1.0,25.0,1.0,25.0,100.0,Good
Arafat Minhas,ODI,60,30.0,70.59,30.0,70.59,100.0,Good
Arafat Minhas,PSL,154,12.785,126.37,17.22,158.16,77.1,Average
Aridah Umer Farooq,T20I,2,1.0,10.53,1.0,10.53,100.0,Good
Arif Hosen,T20I,4,0.67,13.79,0.67,13.79,100.0,Good
Arif Ullah,T20I,5,5.0,83.33,5.0,83.33,100.0,Good
Arif Yaqoob,PSL,1,1.0,100.0,11.0,122.22,45.5,Poor
Aritra Bhakat,T20I,6,6.0,150.0,6.0,150.0,100.0,Good
Aritra Dutta,T20I,153,13.91,106.99,20.34,129.22,75.6,Average
Arjun Kumal,ODI,59,19.67,53.15,19.67,53.15,100.0,Good
Arjun Tendulkar,IPL,5,5.0,100.0,18.0,128.57,52.8,Poor
Arjun Vinod,T20I,295,26.535,115.145,26.3,112.45,101.6,Good
Arnav Manoj,T20I,0,0.0,0.0,0.0,0.0,0.0,
Arrikan Phuengkho,T20I,4,4.0,133.33,4.0,133.33,100.0,Good
Arsalan Arif,T20I,39,13.0,76.47,13.0,76.47,100.0,Good
Arshad Khan,IPL,46,17.25,165.07,20.29,149.47,97.7,Good
Arshdeep Singh,IPL,3,1.5,66.66499999999999,5.33,68.09,63.0,Average
Arshdeep Singh,ODI,34,12.0,162.87,10.14,122.41,125.7,On Fire
Arshdeep Singh,T20I,38,3.625,83.33500000000001,7.21,99.02,67.2,Average
Arslan Amjad,T20I,110,11.0,77.8,13.65,96.81,80.5,Average
Arun Yadav,T20I,438,38.105000000000004,145.78500000000003,39.82,152.08,95.8,Good
Aryaa Kulkarni,T20I,0,0.0,0.0,0.0,0.0,0.0,
Asad Rasheed,T20I,1,1.0,33.33,1.0,33.33,100.0,Good
Asghar Ali Khan,T20I,141,70.5,220.31,70.5,220.31,100.0,Good
Ashar Abbas,T20I,10,5.0,62.5,5.0,62.5,100.0,Good
Ashi Chopla,T20I,3,1.5,30.0,1.5,30.0,100.0,Good
Ashish Bam,T20I,13,5.5,145.835,6.5,130.0,98.4,Good
Ashish Gupta,T20I,16,5.33,55.17,5.33,55.17,100.0,Good
Ashmal Hashmi,T20I,10,1.125,25.595,1.11,23.26,105.7,Good
Ashok Sharma,IPL,1,1.0,25.0,1.0,25.0,100.0,Good
Ashraful Shuvo,T20I,2,2.0,100.0,4.5,64.29,100.0,Good
Ashutosh Sharma,IPL,375,31.67,171.26999999999998,28.2,168.86,106.9,Good
Ashwani Kumar,IPL,1,1.0,16.67,1.0,16.67,100.0,Good
Ashwin Vinod,T20I,37,9.25,95.715,14.2,102.9,79.1,Average
Ashwini Balaji,T20I,2,1.0,28.57,1.0,28.57,100.0,Good
Ashwini Govinda,T20I,11,4.25,15.26,3.67,12.64,118.3,On Fire
Asif Afridi,PSL,47,13.835,94.9,9.6,92.31,123.5,On Fire
Asif Afridi,Test,4,4.0,80.0,4.0,80.0,100.0,Good
Asif Ali,PSL,87,12.79,157.29000000000002,20.57,156.71,81.3,Average
Asif Ali,T20I,1003,26.09,128.53,22.19,132.07,107.4,Good
Asif Javed,T20I,5,5.0,125.0,5.0,125.0,100.0,Good
Asif Khan,ODI,115,28.75,65.34,38.48,80.94,77.7,Average
Asif Khan,T20I,256,28.44,163.06,29.2,137.43,108.0,Good
Asif Mehmood,PSL,12,12.0,133.33,12.0,133.33,100.0,Good
Asif Shaikh,T20I,11,2.75,50.0,5.5,84.62,54.5,Poor
Aslam Bera,T20I,2,0.5,22.22,0.5,22.22,100.0,Good
Aslam Khan,T20I,390,16.685000000000002,145.95,17.35,151.85,96.1,Good
Aslan Jafri,T20I,130,13.115000000000002,123.775,10.83,110.17,116.7,On Fire
Asma Shifa,T20I,4,1.0,23.53,0.8,18.18,127.2,On Fire
Ateeq Iqbal,T20I,5,2.5,41.665,19.0,73.08,35.1,Poor
Atharva Taide,IPL,13,13.0,144.44,28.89,146.89,71.7,Average
Atif Rasheed,T20I,13,6.5,59.09,14.33,119.44,47.4,Poor
Attia Diwan Ali,T20I,2,2.0,25.0,2.0,25.0,100.0,Good
Aue Oru,T20I,4,4.0,36.36,4.0,36.36,100.0,Good
Auqib Nabi,IPL,14,14.0,350.0,14.0,350.0,100.0,Good
Avesh Khan,IPL,27,13.5,137.5,22.67,158.14,73.2,Average
Avishka Iroshan,T20I,470,31.7,111.785,31.33,111.11,100.9,Good
Awais Ahmad,T20I,274,16.03,119.815,16.12,119.65,99.8,Good
Awais Ikram,T20I,15,15.0,78.95,6.33,76.0,170.4,On Fire
Awais Zafar,PSL,36,36.0,133.33,36.0,133.33,100.0,Good
Ayaz Dadabhai,T20I,127,15.88,105.83,15.88,105.83,100.0,Good
Ayesha Hasan,T20I,192,15.675,90.045,11.17,75.59,129.7,On Fire
Ayesha Zafar,ODI,277,46.17,97.19,21.38,66.93,180.6,On Fire
Ayesha Zafar,T20I,350,23.33,136.72,18.9,111.84,122.8,On Fire
Aysha,T20I,246,13.665,110.93,18.33,113.91,86.0,Good
Ayyaz Qureshi,T20I,32,32.0,54.24,17.4,65.91,133.1,On Fire
Azam Khan,PSL,302,22.355,123.61000000000001,25.75,143.77,86.4,Good
Azan Awais,Test,155,25.83,50.99,25.83,50.99,100.0,Good
Azim Patel,T20I,8,4.0,61.54,4.0,61.54,100.0,Good
Aziz Mohammad,T20I,296,35.5,135.175,27.69,133.43,114.8,On Fire
Azmatullah Omarzai,IPL,109,20.125,165.805,15.1,149.5,122.1,On Fire
Azri Azhar,T20I,20,10.0,95.24,10.0,95.24,100.0,Good
B Balala,T20I,46,4.6,29.115,6.88,55.56,59.6,Poor
B Bhandari,ODI,66,22.0,69.47,22.07,62.69,105.2,Good
B Biza,ODI,302,30.81,74.89500000000001,28.33,67.25,110.1,On Fire
B Biza,T20I,243,17.69,98.475,15.08,93.09,111.5,On Fire
B Botcha,T20I,21,4.2,42.86,4.2,42.86,100.0,Good
B Doggett,BBL,15,7.5,55.95,12.5,94.34,59.7,Poor
B Doggett,Test,20,20.0,39.22,20.0,39.22,100.0,Good
B Dugic,T20I,2,2.0,28.57,2.0,36.36,89.3,Good
B Ercegovcevic,T20I,31,7.75,80.16499999999999,8.0,58.18,117.3,On Fire
B Evans,ODI,119,29.75,129.735,17.14,98.36,152.7,On Fire
B Evans,T20I,140,10.285,101.47,10.65,124.83,88.9,Good
B Evans,Test,4,4.0,40.0,3.67,42.31,101.8,Good
B Fernando,T20I,6,6.0,60.0,10.75,91.49,60.7,Average
B Fitchet,T20I,60,12.0,84.51,13.5,106.58,84.1,Average
B Ichinkhorloo,T20I,77,8.825,42.8,6.56,37.1,124.9,On Fire
B Ito-Davis,T20I,96,11.555,87.82,11.31,101.69,94.3,Good
B Kasinja,T20I,2,1.0,20.0,1.0,20.0,100.0,Good
B Keganne,T20I,5,5.0,62.5,5.0,62.5,100.0,Good
B Kgosiemang,T20I,4,2.0,114.285,21.0,48.84,121.8,On Fire
B Khumalo,T20I,6,6.0,66.67,7.0,63.64,95.2,Good
B Kohler-Cadmore,T20I,162,81.0,241.79,41.5,196.06,159.3,On Fire
B Kumar,IPL,48,19.335,93.385,9.57,93.9,150.7,On Fire
B Leo,T20I,4,4.0,36.36,4.0,33.33,104.5,Good
B Manuel,T20I,63,6.3,52.94,4.86,52.31,115.4,On Fire
B Mejaro,T20I,6,3.0,28.57,2.0,26.67,128.6,On Fire
B Mosoaboli,T20I,5,5.0,14.29,5.0,14.29,100.0,Good
B Murekatete,T20I,66,5.77,65.11500000000001,6.67,70.8,89.2,Good
B Muzarabani,ODI,5,2.5,36.665,5.41,54.09,57.0,Poor
B Muzarabani,T20I,13,4.75,85.0,3.93,69.62,121.5,On Fire
B Muzarabani,Test,154,6.415,28.0,11.55,53.97,53.7,Poor
B Namuunzul,T20I,21,10.5,51.22,4.86,35.05,181.1,On Fire
B Niaz,T20I,352,25.555,133.46,26.87,127.69,99.8,Good
B Nikitaras,BBL,1,1.0,50.0,4.5,64.29,50.0,Poor
B Passoni,T20I,3,3.0,27.27,3.0,27.27,100.0,Good
B Phelenyane,T20I,62,8.465,49.71,4.6,38.33,156.9,On Fire
B Pondani,T20I,8,4.0,93.75,5.0,52.63,129.1,On Fire
B Rawal,T20I,244,11.855,68.68,13.62,65.95,95.6,Good
B Sai Sudharsan,IPL,1481,49.665,157.07999999999998,49.31,149.17,103.0,Good
B Sai Sudharsan,Test,302,27.45,38.72,27.45,38.72,100.0,Good
B Shanti,T20I,158,11.685,69.515,12.62,70.38,95.7,Good
B Sharki,ODI,331,20.564999999999998,60.785,27.95,66.8,82.3,Average
B Sharki,T20I,39,19.5,150.0,19.5,150.0,100.0,Good
B Shikongo,ODI,5,2.5,55.56,5.5,36.07,99.7,Good
B Shikongo,T20I,0,0.0,0.0,0.33,14.29,0.0,
B Shino-Dyson,T20I,0,0.0,0.0,0.0,0.0,0.0,
B Shotorova,T20I,35,4.5649999999999995,61.265,3.82,46.67,125.4,On Fire
B Siddharth,ODI,5,2.5,60.0,2.67,42.11,118.1,On Fire
B Siddharth,T20I,5,5.0,166.67,1.67,50.0,316.4,On Fire
B Stanlake,BBL,8,4.0,166.66500000000002,9.33,59.57,161.3,On Fire
B Stanlake,ODI,0,0.0,0.0,1.33,13.79,0.0,
B Tau,ODI,36,12.0,32.73,14.45,47.6,75.9,Average
B Tau,T20I,436,21.615000000000002,84.47,27.21,90.51,86.4,Good
B Tlali,T20I,56,5.6,44.915,5.6,44.8,100.1,Good
B Unenchtseceg,T20I,5,5.0,45.45,5.0,45.45,100.0,Good
B Vakatini,T20I,0,0.0,0.0,1.67,55.56,0.0,
B Waluma,T20I,48,4.36,42.11,4.27,49.47,93.6,Good
B Wani,T20I,22,7.33,73.33,4.29,46.15,164.9,On Fire
B Ward,T20I,71,22.375,123.92,23.46,126.8,96.6,Good
B White,T20I,5,5.0,83.33,13.0,55.32,94.5,Good
B de Leede,T20I,873,21.89,108.05000000000001,21.12,97.55,107.2,Good
B van Zyl,T20I,49,9.8,108.89,9.8,108.89,100.0,Good
BA Carse,ODI,72,12.0,76.6,18.86,80.49,79.4,Average
BA Carse,T20I,46,11.5,131.43,9.2,124.32,115.4,On Fire
BA Carse,Test,263,13.71,68.24,17.85,72.71,85.3,Good
BA King,CPL,262,43.67,136.46,29.15,132.93,126.2,On Fire
BA King,ODI,188,15.67,78.01,27.16,83.6,75.5,Average
BA King,T20I,428,20.384999999999998,130.875,25.72,134.39,88.3,Good
BA King,Test,448,28.335,53.565,28.0,56.14,98.3,Good
BA Pai,T20I,14,4.67,63.64,29.0,112.26,36.4,Poor
BA Stokes,Test,554,20.335,53.465,34.63,58.53,75.0,Average
BA Viraliliu,T20I,2,2.0,25.0,20.5,107.89,16.5,Poor
BAD Manenti,BBL,32,7.0,97.91499999999999,10.0,94.49,86.8,Good
BAD Manenti,T20I,179,33.25,140.86,23.1,144.38,120.8,On Fire
BC Fortuin,ODI,3,1.5,50.0,7.62,63.54,49.2,Poor
BC Fortuin,T20I,51,51.0,137.84,12.7,116.51,259.9,On Fire
BD Macdonald,BBL,84,28.0,158.49,28.0,158.49,100.0,Good
BD Pare,T20I,3,3.0,60.0,3.0,60.0,100.0,Good
BF Calitz,T20I,174,17.605,129.225,19.33,141.46,91.2,Good
BF Mailata,T20I,234,22.89,98.535,19.5,97.5,109.2,Good
BFW de Leede,ODI,309,36.42,92.015,28.43,73.53,126.6,On Fire
BFW de Leede,T20I,159,26.835,78.245,27.53,106.66,85.4,Good
BG Illing,ODI,2,1.0,17.145,2.0,16.67,76.4,Average
BG Illing,T20I,5,2.5,38.885,5.0,41.67,71.7,Average
BG Lister,ODI,2,2.0,28.57,12.0,57.14,33.3,Poor
BI Dilruksha,T20I,329,25.325,118.07499999999999,21.78,106.52,113.6,On Fire
BJ Bennett,ODI,291,30.635,72.685,32.91,91.18,86.4,Good
BJ Bennett,T20I,1275,42.96,142.70499999999998,34.29,145.45,111.7,On Fire
BJ Bennett,Test,432,45.04,80.67,30.0,72.35,130.8,On Fire
BJ Curran,ODI,444,71.875,78.84,74.0,79.0,98.5,Good
BJ Curran,T20I,31,10.33,96.88,10.33,96.88,100.0,Good
BJ Curran,Test,254,31.6,63.394999999999996,23.09,48.11,134.3,On Fire
BJ Currie,ODI,7,3.5,70.0,16.0,53.33,76.6,Average
BJ Currie,T20I,4,4.0,50.0,19.0,59.38,52.6,Poor
BJ Dwarshuis,BBL,152,12.190000000000001,116.175,16.89,141.41,77.2,Average
BJ Dwarshuis,ODI,65,12.165,49.815,16.25,62.5,77.3,Average
BJ Dwarshuis,PSL,102,51.0,170.0,51.0,170.0,100.0,Good
BJ Dwarshuis,T20I,62,11.4,84.86,7.88,79.75,125.5,On Fire
BJ Jacobs,CPL,35,11.67,89.74,11.67,89.74,100.0,Good
BJ Jacobs,PSL,102,20.4,136.0,20.4,136.0,100.0,Good
BJ Jacobs,T20I,134,49.5,139.92000000000002,44.67,138.14,106.1,Good
BJ Lazarus,T20I,84,21.0,84.85,21.0,84.85,100.0,Good
BJ McCarthy,ODI,0,0.0,0.0,9.94,63.77,0.0,
BJ McCarthy,T20I,17,3.0,75.0,13.32,120.08,42.5,Poor
BJ McCarthy,Test,67,16.75,52.34,13.6,46.26,118.2,On Fire
BJ McMullen,ODI,603,39.785,110.13,40.3,93.42,108.3,Good
BJ McMullen,T20I,290,25.23,136.145,31.48,143.88,87.4,Good
BJ Webster,BBL,263,37.96,127.63,30.28,121.04,115.4,On Fire
BJ Webster,Test,452,52.82,70.295,41.09,61.66,121.3,On Fire
BK Majji,T20I,77,25.67,93.9,25.67,93.9,100.0,Good
BK Stroud,T20I,11,3.67,45.83,8.0,40.51,79.5,Average
